id,date,branch,staff,amount
1598,2020/1/30,Osaka,Hirano,381270
1599,2020/1/23,Osaka,Shibata,111200
1600,2020/2/10,Osaka,Sato,493192
1601,2020/1/29,Kobe,Fushimi,93150
1602,2020/1/30,Kobe,Nakagawa,96782
1603,2020/1/30,Osaka,Nashimoto,62900
1604,2020/2/2,Kobe,Kobayashi,260300
1605,2020/1/30,Osaka,Hirano,298400
1606,2020/2/3,Kobe,Nakagawa,62500
1607,2020/2/5,Osaka,Oda,296650
1608,2020/2/4,Osaka,Oda,222789
1609,2020/2/10,Osaka,Oda,66000
1610,2020/2/6,Osaka,Hirano,204822
1611,2020/2/3,Osaka,Shibata,64900
1612,2020/2/2,Osaka,Nashimoto,107869
1613,2020/2/4,Osaka,Oda,51900
1614,2020/2/17,Osaka,Sato,352340
1615,2020/2/2,Osaka,Hirano,58100
1616,2020/2/17,Osaka,Sato,44115
1617,2020/2/9,Osaka,Sato,28200
1618,2020/2/12,Osaka,Shibata,1638750
1619,2020/2/12,Kobe,Kobayashi,109620
1620,2020/2/11,Kobe,Nagasawa,9840
1621,2020/2/23,Kobe,Fushimi,192060
1622,2020/2/9,Kobe,Kobayashi,163000
1623,2020/2/13,Kobe,Kobayashi,16000
1624,2020/2/10,Kobe,Nakagawa,197923
1625,2020/2/9,Kobe,Kobayashi,205846
1626,2020/2/9,Osaka,Sato,33680
1627,2020/2/11,Kobe,Kobayashi,31000
1628,2020/3/2,Osaka,Sato,70955
1629,2020/2/12,Kobe,Fushimi,91700
1630,2020/2/19,Osaka,Nashimoto,195513
1631,2020/2/12,Osaka,Sato,153900
1632,2020/2/12,Osaka,Oda,61130
1633,2020/2/18,Kobe,Fushimi,150000
1634,2020/2/18,Osaka,Sato,15000
1635,2020/2/20,Osaka,Sato,89264
1636,2020/2/20,Osaka,Hirano,3600
1637,2020/2/13,Osaka,Sato,137807
1638,2020/2/18,Kobe,Nagasawa,120900
1639,2020/3/1,Osaka,Nashimoto,312750
1640,2020/2/16,Osaka,Hirano,7000
1641,2020/2/23,Osaka,Nashimoto,60500
1642,2020/2/23,Kobe,Nakagawa,1138000
1643,2020/2/18,Kobe,Fushimi,86010
1644,2020/2/19,Kobe,Fushimi,36893
1645,2020/2/19,Osaka,Sato,209000
1646,2020/2/20,Kobe,Nakagawa,550211
1647,2020/2/20,Osaka,Nashimoto,275310
1648,2020/2/23,Osaka,Oda,637940
1649,2020/2/27,Kobe,Fushimi,75050
1650,2020/2/25,Osaka,Oda,1083524
1651,2020/3/5,Osaka,Sato,3000
1652,2020/2/26,Kobe,Kobayashi,12240
1653,2020/3/3,Osaka,Nashimoto,3375
1654,2020/2/26,Osaka,Sato,93450
1655,2020/3/2,Osaka,Nashimoto,86343
1656,2020/3/3,Osaka,Oda,932050
1657,2020/2/27,Osaka,Oda,192425
1658,2020/3/5,Kobe,Nakagawa,34200
1659,2020/3/2,Osaka,Sato,42750
1660,2020/2/27,Kobe,Nagasawa,10850
1661,2020/3/5,Osaka,Sato,66310
1662,2020/3/9,Osaka,Nashimoto,67000
1663,2020/3/3,Osaka,Nashimoto,45290
1664,2020/3/4,Osaka,Oda,85800
1665,2020/3/17,Osaka,Shibata,620055
1666,2020/3/3,Osaka,Sato,76875
1667,2020/3/1,Kobe,Nagasawa,53750
1668,2020/3/1,Osaka,Shibata,53950
1669,2020/3/8,Osaka,Nashimoto,68670
1670,2020/3/10,Osaka,Sato,365890
1671,2020/3/10,Osaka,Oda,144750
1672,2020/3/3,Osaka,Shibata,112280
1673,2020/3/8,Osaka,Sato,39000
1674,2020/3/8,Osaka,Nashimoto,193600
1675,2020/3/4,Kobe,Kobayashi,74250
1676,2020/3/12,Kobe,Fushimi,74880
1677,2020/4/7,Osaka,Oda,183570
1678,2020/3/12,Osaka,Oda,47515
1679,2020/3/10,Osaka,Sato,51440
1680,2020/4/7,Osaka,Sato,80000
1681,2020/3/17,Osaka,Nashimoto,13750
1682,2020/3/11,Kobe,Nagasawa,117475
1683,2020/3/17,Osaka,Sato,225550
1684,2020/3/18,Osaka,Sato,79920
1685,2020/3/23,Osaka,Hirano,178863
1686,2020/3/15,Kobe,Nagasawa,92060
1687,2020/3/11,Osaka,Oda,50000
1688,2020/3/17,Osaka,Sato,61950
1689,2020/3/17,Osaka,Oda,45600
1690,2020/3/12,Kobe,Fushimi,64480
1691,2020/3/15,Osaka,Oda,273187
1692,2020/3/12,Osaka,Shibata,63750
1693,2020/3/22,Osaka,Hirano,36000
1694,2020/3/19,Kobe,Fushimi,401175
1695,2020/3/17,Kobe,Nakagawa,56000
1696,2020/3/18,Osaka,Sato,71100
1697,2020/3/12,Kobe,Nagasawa,102533
1698,2020/3/17,Osaka,Sato,24500
1699,2020/3/18,Osaka,Nashimoto,140750
1700,2020/3/15,Osaka,Oda,22000
1701,2020/3/18,Osaka,Oda,236225
1702,2020/3/16,Osaka,Shibata,442200
1703,2020/3/22,Osaka,Nashimoto,11000
1704,2020/4/6,Kobe,Nakagawa,45874
1705,2020/3/23,Osaka,Nashimoto,47120
1706,2020/3/24,Kobe,Nakagawa,444125
1707,2020/3/19,Kobe,Kobayashi,165953
1708,2020/3/19,Osaka,Hirano,7440
1709,2020/3/19,Kobe,Nagasawa,67700
1710,2020/3/26,Osaka,Hirano,176270
1711,2020/3/26,Kobe,Fushimi,78100
1712,2020/3/22,Kobe,Nagasawa,13175
1713,2020/4/7,Osaka,Oda,26535
1714,2020/3/29,Osaka,Hirano,111990
1715,2020/3/22,Osaka,Hirano,358400
1716,2020/3/25,Kobe,Nakagawa,5780
1717,2020/3/23,Osaka,Oda,205250
1718,2020/3/29,Kobe,Nagasawa,84800
1719,2020/4/7,Osaka,Sato,109846
1720,2020/4/1,Osaka,Shibata,91040
1721,2020/3/31,Osaka,Nashimoto,140800
1722,2020/3/29,Osaka,Nashimoto,10800
1723,2020/4/23,Kobe,Nakagawa,22400
1724,2020/4/1,Osaka,Shibata,173306
1725,2020/3/25,Osaka,Sato,25150
1726,2020/3/26,Kobe,Nagasawa,29155
1727,2020/4/2,Osaka,Oda,43900
1728,2020/3/26,Osaka,Nashimoto,71750
1729,2020/4/2,Osaka,Nashimoto,91200
1730,2020/4/9,Osaka,Hirano,223300
1731,2020/4/22,Kobe,Nakagawa,130319
1732,2020/3/30,Osaka,Hirano,481350
1733,2020/4/16,Osaka,Sato,24800
1734,2020/4/1,Osaka,Nashimoto,1581000
1735,2020/4/7,Osaka,Shibata,101400
1736,2020/4/5,Osaka,Shibata,72090
1737,2020/4/2,Osaka,Nashimoto,180975
1738,2020/4/1,Osaka,Shibata,202338
1739,2020/4/20,Osaka,Hirano,222000
1740,2020/4/5,Osaka,Hirano,277200
1741,2020/4/9,Osaka,Oda,357480
1742,2020/4/1,Osaka,Shibata,135360
1743,2020/4/6,Osaka,Shibata,428885
1744,2020/4/6,Osaka,Nashimoto,229600
1745,2020/4/2,Osaka,Nashimoto,6960
1746,2020/4/9,Kobe,Fushimi,489544
1747,2020/4/8,Osaka,Shibata,94050
1748,2020/4/5,Osaka,Nashimoto,119600
1749,2020/4/9,Osaka,Sato,56000
1750,2020/4/12,Osaka,Hirano,188500
1751,2020/4/16,Osaka,Hirano,68600
1752,2020/4/9,Kobe,Nagasawa,119795
1753,2020/4/13,Osaka,Shibata,90375
1754,2020/4/13,Osaka,Shibata,276900
1755,2020/4/15,Osaka,Sato,181110
1756,2020/4/7,Osaka,Oda,32600
1757,2020/4/19,Osaka,Oda,29538
1758,2020/4/9,Osaka,Shibata,58600
1759,2020/4/14,Osaka,Oda,32969
1760,2020/4/12,Osaka,Hirano,263390
1761,2020/4/9,Osaka,Shibata,61650
1762,2020/4/20,Osaka,Shibata,64500
1763,2020/4/12,Osaka,Oda,93350
1764,2020/4/16,Osaka,Nashimoto,282530
1765,2020/4/9,Osaka,Shibata,36100
1766,2020/4/14,Osaka,Shibata,24318
1767,2020/4/19,Osaka,Shibata,62235
1768,2020/4/12,Kobe,Nakagawa,49150
1769,2020/4/19,Kobe,Nakagawa,675000
1770,2020/4/15,Osaka,Sato,157500
1771,2020/4/15,Osaka,Shibata,63240
1772,2020/4/20,Osaka,Oda,630624
1773,2020/4/23,Osaka,Nashimoto,150000
1774,2020/4/19,Osaka,Sato,196681
1775,2020/4/23,Kobe,Nagasawa,27000
1776,2020/4/27,Osaka,Sato,103000
1777,2020/4/19,Osaka,Nashimoto,87772
1778,2020/4/21,Osaka,Shibata,216000
1779,2020/4/26,Osaka,Sato,128680
1780,2020/4/26,Kobe,Fushimi,1261505
1781,2020/4/23,Kobe,Nagasawa,239350
1782,2020/4/22,Osaka,Shibata,890250
1783,2020/4/22,Kobe,Fushimi,323280
1784,2020/4/26,Osaka,Hirano,53940
1785,2020/4/23,Osaka,Shibata,175450
1786,2020/4/21,Osaka,Hirano,169200
1787,2020/4/26,Kobe,Fushimi,6000
1788,2020/4/29,Osaka,Nashimoto,73260
1789,2020/4/27,Osaka,Oda,177300
1790,2020/4/30,Osaka,Shibata,40575
1791,2020/4/28,Kobe,Kobayashi,21000
1792,2020/4/30,Osaka,Sato,59160
1793,2020/4/23,Osaka,Hirano,148580
1794,2020/4/30,Kobe,Fushimi,81787
1795,2020/4/29,Kobe,Fushimi,52500
1796,2020/4/30,Osaka,Oda,133200
1797,2020/4/28,Osaka,Shibata,305500
1798,2020/4/30,Osaka,Hirano,374000
1799,2020/4/30,Osaka,Oda,4500
